,42101,42101,42101,42401,42401,42401,44201,44201,44201
,aqi,pred_aqi,fore_aqi,aqi,pred_aqi,fore_aqi,aqi,pred_aqi,fore_aqi
2010-01-01,8.693548387096774,0.0,,3.5806451612903225,0.0,,,,
2010-02-01,8.339285714285714,1.0624093201593699e-05,,1.6607142857142858,1.3907344293141263e-05,,,,
2010-03-01,7.5,1.673508131102139e-05,,0.5967741935483871,1.5870580501934014e-05,,20.5,0.0,
2010-04-01,7.916666666666667,2.1331528727726843e-05,,3.1666666666666665,1.5063843430760158e-05,,39.93777777777778,0.0004696924925264088,
2010-05-01,8.483870967741936,2.6202626226656465e-05,,8.0,2.5089786676466444e-05,,38.25,0.0010851794581142448,
2010-06-01,5.833333333333333,3.100613144075468e-05,,4.033333333333333,5.049668259555442e-05,,35.108333333333334,0.0012010227912183256,
2010-07-01,6.338709677419355,3.1707707660308966e-05,,2.661290322580645,5.351990296073887e-05,,34.18387096774194,0.0011088472119723625,
2010-08-01,5.806451612903226,3.363153166308877e-05,,1.8709677419354838,5.3857243098484617e-05,,37.27096774193549,0.001062398867021311,
2010-09-01,7.166666666666667,3.422811997788266e-05,,5.516666666666667,5.167643727918405e-05,,28.734999999999996,0.0011264682488477602,
2010-10-01,9.548387096774194,3.625910702946291e-05,,3.306451612903226,6.387893508420043e-05,,27.56451612903226,0.000956788459747561,
2010-11-01,8.466666666666667,4.012475013098565e-05,,7.433333333333334,6.239181602980942e-05,,,0.0008579653911774874,
2010-12-01,9.564516129032258,3.9298076712566945e-05,,5.887096774193548,7.638291871698153e-05,,,0.00022272212247678193,
2011-01-01,8.370967741935482,8.693583852875015,,8.129032258064516,3.580711370784345,,34.483870967741936,-8.388017047098275e-05,
2011-02-01,5.988095238095238,8.165233371464085,,6.678571428571429,3.20857467325287,,37.607142857142854,0.0004140065594672223,
2011-03-01,5.774193548387097,6.28635626890611,,10.790322580645162,2.672916324938611,,37.483870967741936,20.500137422838883,
2011-04-01,5.255555555555556,7.038942465979037,,13.45,7.021771083571291,,35.921111111111124,48.83659666735156,
2011-05-01,5.086021505376345,6.92490013052365,,5.935483870967742,12.514255758039555,,39.37634408602149,33.91309122630565,
2011-06-01,4.277777777777777,3.9256497052708283,,6.383333333333334,5.717380174565349,,42.239999999999995,34.6729915711554,
2011-07-01,3.8655913978494616,5.197215094902662,,7.666666666666667,4.850364678210653,,44.694623655913965,40.218142170943516,
2011-08-01,4.376344086021505,4.054061295721346,,8.580645161290322,4.421524383483419,,39.02150537634409,41.89101115442828,
2011-09-01,5.655555555555555,6.05418044495518,,8.333333333333334,8.540881539008577,,27.59388888888889,28.20723313240652,
2011-10-01,5.096774193548387,8.301876339079376,,8.129032258064516,5.441511355316457,,33.46612903225806,26.36815924885417,
2011-11-01,6.122222222222223,5.911634960695639,,7.266666666666667,9.89287415361288,,26.133333333333333,2.1055230473016766,
2011-12-01,6.634408602150537,7.958716336518064,,11.080645161290322,6.856879055329358,,20.903225806451612,0.915247081294752,
2012-01-01,6.376344086021504,6.153744289270621,,12.370967741935484,9.399688111780101,,22.725806451612904,31.861318077853078,
2012-02-01,4.954022988505748,5.270994533477558,,5.689655172413793,8.094048883521518,,26.25862068965517,28.0109973921466,
2012-03-01,5.161290322580645,4.637341097368273,,9.016129032258064,8.346904356667302,,38.63440860215054,27.17211568327634,
2012-04-01,4.783333333333333,5.043234856083029,,10.966666666666667,11.138842896912644,,40.21555555555555,43.975318759408616,
2012-05-01,4.435483870967742,5.0854656785540975,,7.0,9.427665668265,,49.30322580645161,39.562523645926746,
2012-06-01,5.016666666666667,3.196523056866729,,5.4,6.725113787261071,,55.2238888888889,43.376509056228564,
2012-07-01,3.6129032258064515,4.443431957930168,,5.612903225806452,6.300015124858055,,61.66129032258063,49.320737750044344,
2012-08-01,3.661290322580645,3.6559102072655874,,6.741935483870968,6.072337896518892,,52.63440860215055,48.55438628378303,
2012-09-01,4.466666666666667,5.287825853556462,,14.666666666666666,7.82071494905485,,37.624444444444435,33.7982007985028,
2012-10-01,5.580645161290323,5.8842037112379435,,9.209677419354838,8.318916899758555,,25.580645161290327,33.8815380067999,
2012-11-01,9.366666666666667,6.016715864387698,,7.85,9.268169371857619,,24.783333333333335,20.981431644988454,
2012-12-01,6.532258064516129,8.630444190332533,,4.580645161290323,9.519193837808162,,25.64516129032258,22.71355677614766,
2013-01-01,6.403225806451613,6.059025169384294,,5.790322580645161,9.07411379130399,,28.322580645161292,29.113718073518807,
2013-02-01,5.982142857142857,5.390708029357633,,7.875,4.9850621489765805,,34.0,28.77634149299905,
2013-03-01,4.161290322580645,5.403283473041955,,10.82258064516129,8.177530608765133,,39.38709677419355,35.57522060184548,
2013-04-01,3.9166666666666665,4.514755133672423,,6.45,10.951314403259351,,38.833333333333336,42.292976957179704,
2013-05-01,4.145161290322581,4.595656001436618,,5.0,6.972576227371652,,37.5741935483871,41.78073951003706,
2013-06-01,3.466666666666667,3.6251777901517435,,8.716666666666667,4.98070790017898,,37.120000000000005,41.65288575154159,
2013-07-01,2.8225806451612905,3.295574985836698,,7.32258064516129,6.2172128273599405,,46.793548387096784,44.31001506584728,
2013-08-01,3.2419354838709675,3.1784076510535866,,4.790322580645161,6.4683939017661265,,41.20645161290323,43.95659982894074,
2013-09-01,3.3833333333333333,4.558949126564135,,5.833333333333333,9.488026621695631,,38.693333333333335,30.886433476672394,
2013-10-01,4.225806451612903,4.996138137054449,,6.258064516129032,5.797195917485247,,27.141935483870967,32.492939837898305,
